,枠番,年齢,体重,平均ST,全国-勝率,全国-2連率,全国-3連率,当地-勝率,当地-2連率,当地-3連率,モーター-2連率,モーター-3連率,単勝オッズ,レーサーid,着順
3,4,37,52.1,0.14,6.77,48.18,71.53,6.23,25.81,48.39,48.0,68.0,12.5,4573,2
4,5,46,52.5,0.15,6.17,40.5,56.2,6.29,35.59,57.63,21.74,34.78,23.3,3897,4
5,6,38,52.0,0.12,6.52,38.66,52.94,6.69,37.93,62.07,33.33,59.26,28.6,3779,5
0,1,24,51.5,0.16,5.83,37.14,60.95,5.9,40.0,60.0,41.72,59.51,2.1,4953,1
1,2,28,46.5,0.15,6.68,47.62,61.9,8.0,55.56,77.78,32.42,50.55,2.3,4983,5
2,3,24,52.0,0.16,6.18,40.87,56.52,5.68,42.11,57.89,35.2,53.07,5.4,5091,3
3,4,28,52.0,0.13,5.52,37.88,53.79,4.79,24.14,44.83,41.88,55.0,6.3,4959,2
4,5,26,52.0,0.15,6.11,49.41,57.65,5.83,38.89,66.67,29.01,43.21,15.5,5217,4
5,6,22,52.0,0.15,6.28,47.79,62.83,4.65,25.81,41.94,35.5,51.5,38.8,5034,6
0,1,33,53.5,0.12,7.14,43.16,58.95,0.0,0.0,0.0,28.8,47.2,1.3,4787,1
1,2,35,52.4,0.13,7.36,51.33,67.26,7.43,55.32,74.47,30.22,53.96,5.9,4547,6
2,3,45,53.0,0.15,7.21,49.48,67.01,1.0,0.0,0.0,34.0,55.33,12.3,3942,3
3,4,47,52.0,0.14,6.76,43.2,64.0,6.96,53.85,61.54,42.86,61.22,6.0,4685,5
4,5,35,52.0,0.14,6.56,37.7,58.2,6.96,54.46,71.43,29.1,44.03,7.1,4762,4
5,6,54,52.0,0.16,7.21,45.08,67.21,0.0,0.0,0.0,32.19,52.74,18.0,4939,2
0,1,39,52.0,0.14,7.04,50.0,69.29,8.0,63.64,90.91,42.42,69.7,1.9,4686,2
1,2,30,52.6,0.15,6.88,48.06,67.44,5.8,40.0,50.0,28.21,51.28,7.2,4503,6
2,3,30,52.0,0.12,7.59,54.55,66.67,7.33,47.62,61.9,48.28,62.07,1.9,3952,4
3,4,41,46.5,0.17,7.8,63.04,81.16,8.59,76.47,88.24,36.36,51.52,13.5,4364,1
4,5,37,51.0,0.13,6.88,48.89,70.0,6.52,30.3,60.61,41.67,58.33,17.6,4468,5
5,6,40,52.0,0.13,7.7,64.89,86.26,0.5,0.0,0.0,31.43,42.86,26.4,4719,3
0,1,42,52.0,0.17,6.06,44.66,63.11,6.04,43.4,56.6,36.84,54.61,1.0,4688,2
1,2,34,52.3,0.15,7.0,54.76,70.63,5.5,31.25,50.0,26.87,44.78,6.0,4388,1
2,3,24,52.0,0.15,6.16,48.46,63.08,5.38,32.69,51.92,21.85,36.42,14.4,4581,3
3,4,38,52.0,0.15,5.37,34.07,48.35,6.0,41.18,58.82,43.04,65.19,12.8,5112,6
4,5,32,52.8,0.2,4.39,23.6,39.33,3.74,20.0,34.29,26.42,47.17,38.6,3686,4
5,6,43,52.3,0.17,6.07,46.49,66.67,5.5,40.0,60.0,33.33,49.33,28.9,4757,5
0,1,35,47.5,0.15,5.46,35.16,52.75,5.82,35.9,61.54,35.07,52.24,1.7,4428,1
1,2,29,50.0,0.15,7.08,41.67,63.1,7.71,66.07,78.57,28.68,51.47,5.2,4335,5
2,3,28,52.0,0.16,6.9,53.73,72.39,6.07,48.28,72.41,42.65,61.03,4.0,4117,3
3,4,45,52.1,0.16,7.21,59.6,78.79,6.36,45.28,66.04,44.85,63.97,4.3,4645,2
4,5,25,52.0,0.12,6.91,57.46,72.39,5.71,42.86,57.14,40.91,59.09,11.8,4610,6
5,6,34,52.0,0.17,6.37,46.46,68.69,7.05,55.43,78.26,34.81,48.89,79.2,4266,4
0,1,38,52.0,0.18,4.86,28.57,47.25,5.69,42.31,61.54,42.86,42.86,2.6,4943,1
1,2,54,51.0,0.16,5.36,35.71,49.11,6.95,66.67,66.67,0.0,28.57,3.8,4760,2
2,3,39,53.2,0.17,4.49,20.99,43.21,0.0,0.0,0.0,33.33,33.33,4.9,4679,3
3,4,58,52.0,0.17,4.77,27.03,45.95,4.97,30.65,45.16,57.14,71.43,7.7,4728,4
4,5,29,52.0,0.16,6.12,44.63,60.33,5.92,47.69,60.0,38.46,46.15,3.0,4918,5
5,6,46,54.6,0.15,5.54,33.33,53.85,5.81,33.33,71.43,0.0,16.67,25.6,5115,6
0,1,55,47.7,0.21,4.27,20.22,34.83,0.0,0.0,0.0,38.83,55.85,1.8,4589,4
1,2,30,47.7,,6.36,46.15,74.36,7.8,70.0,80.0,32.5,54.0,2.9,4791,2
2,3,31,49.1,0.15,7.0,57.78,68.89,5.88,41.18,64.71,32.84,47.26,4.3,3943,6
3,4,35,53.5,0.2,4.56,20.83,38.89,4.93,25.93,40.74,39.09,56.35,15.6,4627,1
4,5,22,50.4,,1.23,0.0,0.0,1.14,0.0,0.0,40.31,63.35,297.0,5306,5
5,6,39,48.1,0.17,5.56,36.11,53.7,6.17,43.18,61.36,35.15,55.94,6.9,3845,3
0,1,49,52.0,0.13,6.76,45.59,63.97,7.35,62.2,75.61,48.48,63.64,1.8,4546,2
1,2,31,52.0,0.14,6.6,47.06,66.39,7.09,57.28,73.79,31.03,37.93,4.1,4851,1
2,3,34,52.0,0.13,6.95,48.44,70.31,7.09,56.25,71.88,40.74,66.67,4.3,3942,6
3,4,30,52.0,0.14,7.96,60.18,72.57,7.18,52.94,58.82,38.89,55.56,8.8,4688,3
4,5,57,50.5,0.13,6.64,53.68,65.26,0.0,0.0,0.0,40.0,56.0,7.5,4477,4
5,6,27,46.5,0.15,7.06,54.78,67.83,7.04,57.14,63.27,26.67,46.67,12.7,4524,6
0,1,54,45.0,0.18,5.27,34.26,52.78,5.01,27.19,50.0,48.61,65.28,2.0,4882,5
1,2,43,46.0,0.18,4.56,21.51,40.86,5.89,38.89,61.11,45.12,53.66,12.0,4289,2
2,3,47,45.0,0.19,6.2,43.14,59.8,7.87,65.22,82.61,36.59,50.0,5.1,5251,6
3,4,22,45.0,0.16,4.18,20.83,35.42,3.83,16.67,27.78,45.21,58.9,11.6,4208,1
4,5,41,47.0,0.17,7.73,64.75,79.86,6.72,51.28,70.94,24.64,43.48,2.3,5189,4
5,6,31,48.9,,1.8,0.0,6.67,0.0,0.0,0.0,30.12,50.6,18.8,5205,3
0,1,30,52.0,0.12,7.73,54.87,67.26,0.0,0.0,0.0,30.84,48.6,1.2,4296,1
1,2,28,52.4,0.14,7.11,51.72,66.38,7.73,61.82,80.0,39.81,54.63,7.6,4762,2
2,3,45,52.3,0.12,6.72,47.46,67.8,6.19,42.31,53.85,36.28,54.87,5.4,3959,3
3,4,49,53.6,0.13,6.53,48.31,61.02,7.44,60.77,76.8,36.45,55.14,7.1,4397,5
4,5,32,52.0,0.13,6.72,52.21,61.06,5.63,12.5,25.0,29.91,43.93,17.8,4505,6
5,6,47,53.0,0.14,7.8,56.57,75.76,7.75,50.0,62.5,32.74,49.56,30.5,3854,4
0,1,44,51.5,0.13,6.74,44.62,64.62,7.73,53.33,76.67,32.51,45.68,1.4,4290,1
1,2,44,52.0,0.17,6.95,51.81,68.67,6.8,43.48,60.87,40.19,53.59,6.0,4337,2
2,3,38,50.5,0.15,6.8,56.59,69.77,6.41,48.21,67.86,35.84,48.67,7.3,3952,6
3,4,36,52.0,0.14,7.41,60.58,69.34,6.63,41.67,50.0,35.83,50.0,4.2,4361,4
4,5,41,51.5,0.14,6.81,49.64,70.8,6.78,77.78,77.78,27.27,44.39,12.8,4391,3
5,6,37,49.5,0.15,6.37,42.74,64.1,6.58,48.36,67.21,39.74,58.95,41.2,4659,5
0,1,37,52.0,0.16,6.37,49.06,62.26,4.36,21.43,42.86,31.75,46.83,1.9,4061,3
1,2,40,54.5,0.17,5.73,38.78,56.12,2.88,0.0,25.0,30.83,50.83,5.9,4654,4
2,3,36,52.0,0.15,6.6,52.29,72.48,5.51,34.15,56.1,33.08,54.89,5.1,3852,6
3,4,57,52.0,0.16,5.82,37.1,62.9,6.24,43.9,60.98,40.31,61.24,5.3,5051,5
4,5,45,52.0,0.16,7.09,54.55,77.27,6.8,70.0,70.0,48.0,60.8,4.9,4494,1
5,6,29,55.8,0.15,5.92,44.79,53.13,5.86,45.45,59.09,35.29,50.74,14.1,4776,2
0,1,33,47.0,0.14,6.04,43.16,58.95,5.35,33.33,49.28,31.58,47.95,1.1,4400,1
1,2,60,49.0,0.2,5.19,31.82,54.55,6.22,44.44,66.67,43.02,55.81,7.3,4183,2
2,3,48,44.5,0.17,3.6,12.0,28.0,0.0,0.0,0.0,37.06,53.53,6.4,3845,4
3,4,56,49.0,0.21,3.74,11.9,28.57,4.88,29.41,35.29,29.24,45.03,23.1,4011,3
4,5,20,45.0,0.16,4.91,33.33,49.52,0.0,0.0,0.0,30.36,47.02,11.5,3871,5
5,6,24,48.5,0.19,4.73,21.65,45.36,4.43,28.57,28.57,31.18,50.59,27.0,5200,6
0,1,35,50.0,0.18,5.38,34.62,51.54,4.47,26.32,31.58,0.0,20.0,2.0,4638,1
1,2,34,55.6,0.16,5.36,31.25,57.29,5.18,36.36,45.45,20.0,20.0,12.9,4520,4
2,3,29,52.6,0.14,5.45,33.33,52.38,4.6,30.0,40.0,0.0,27.78,6.4,4012,2
3,4,34,51.5,0.15,4.66,20.88,48.35,6.0,25.0,75.0,60.0,60.0,3.7,4325,5
4,5,24,52.0,0.14,5.86,39.8,60.2,5.65,39.1,59.4,36.36,36.36,7.9,4040,6
5,6,46,52.0,0.12,8.16,62.63,79.8,7.2,60.0,72.0,22.22,33.33,4.3,3941,3
0,1,45,52.0,0.14,6.48,45.98,55.17,6.63,48.63,65.75,35.88,55.73,1.6,4278,1
1,2,38,52.0,0.13,7.33,45.05,65.77,7.23,60.0,62.86,44.17,60.83,4.1,4959,2
2,3,35,52.6,0.14,6.57,50.74,64.71,6.11,44.44,61.11,33.33,47.41,8.5,3854,4
3,4,32,52.2,0.13,6.39,47.83,55.43,5.81,44.44,48.15,39.66,53.45,6.1,4350,3
4,5,40,52.3,0.15,6.85,44.74,64.04,0.0,0.0,0.0,41.73,61.42,6.1,4397,5
5,6,45,52.3,0.16,5.94,37.38,53.27,6.37,43.97,59.57,34.85,50.76,24.4,3995,6
0,1,47,52.5,0.15,6.78,38.18,64.55,6.0,27.91,46.51,36.6,49.02,1.1,4024,1
1,2,35,51.5,0.13,7.55,59.09,75.76,6.57,44.3,62.42,28.76,43.14,6.9,3716,6
2,3,39,52.0,0.14,6.57,43.86,58.77,6.12,26.47,47.06,35.48,49.68,7.3,4932,2
3,4,28,52.0,0.16,7.84,59.46,78.38,6.33,43.33,60.0,29.03,48.39,11.4,4290,5
4,5,40,52.0,0.15,6.43,40.65,60.16,6.67,44.44,44.44,31.61,49.68,20.3,4760,3
5,6,30,52.0,0.14,7.21,49.57,67.52,6.75,37.5,62.5,30.67,53.37,27.1,4586,4
0,1,39,47.0,0.15,6.21,47.78,63.33,6.0,44.0,64.0,30.52,51.95,1.0,3509,5
1,2,37,45.0,0.19,3.86,25.0,34.38,0.0,0.0,0.0,30.87,46.31,33.3,4414,3
2,3,44,46.0,0.21,4.85,24.71,48.24,0.0,0.0,0.0,30.77,52.45,7.9,4546,1
3,4,41,47.1,0.18,4.5,25.56,42.22,4.6,24.44,42.22,29.22,50.65,7.1,5140,6
4,5,21,56.3,0.23,1.38,0.0,1.67,1.3,0.0,4.35,24.34,42.76,10.6,4963,2
5,6,52,50.0,0.14,3.68,14.71,30.88,4.13,25.0,37.5,31.88,45.63,58.4,5264,4
0,1,54,52.1,0.16,7.27,47.32,67.86,7.51,56.1,75.61,33.96,47.64,1.0,3654,1
1,2,50,52.0,0.17,7.48,57.14,77.14,6.53,42.86,65.31,30.22,48.35,17.5,4794,5
2,3,44,52.3,0.16,6.64,47.11,64.46,7.18,50.98,66.67,30.21,44.79,15.0,4477,4
3,4,25,52.6,0.12,6.73,55.0,70.0,6.3,45.0,75.0,46.43,63.39,6.4,4524,3
4,5,34,51.5,0.15,6.17,48.72,61.54,6.72,54.08,71.43,27.92,41.12,27.9,4719,2
5,6,39,52.5,0.13,7.48,52.63,64.91,6.93,39.13,63.04,42.66,62.39,20.3,3961,6
0,1,29,53.1,0.13,6.84,38.04,57.61,6.15,30.0,45.0,38.71,45.16,1.0,3959,3
1,2,44,52.0,0.13,6.71,42.86,64.29,7.83,53.7,70.37,45.95,67.57,11.5,4262,1
2,3,51,51.5,0.14,7.87,58.06,73.39,8.24,72.73,86.87,29.73,45.95,9.4,3854,2
3,4,37,52.3,0.13,7.22,50.0,66.13,6.0,17.86,42.86,47.37,71.05,10.0,4061,4
4,5,51,52.0,0.14,6.24,42.34,59.85,7.1,56.25,72.92,28.89,42.22,24.1,4024,6
5,6,45,52.1,0.15,7.01,45.9,63.93,6.52,44.83,51.72,61.54,69.23,22.2,4504,5
0,1,47,52.6,0.14,7.38,52.13,64.89,9.4,86.67,93.33,20.0,60.0,1.2,3959,6
1,2,50,52.8,0.16,6.59,46.9,63.72,5.38,28.57,52.38,28.57,42.86,6.5,3931,5
2,3,49,52.0,0.13,6.58,42.11,59.65,0.0,0.0,0.0,57.14,57.14,7.5,4028,1
3,4,51,54.1,0.14,6.55,44.27,61.83,9.57,100.0,100.0,42.86,42.86,6.5,3557,2
4,5,47,52.0,0.14,6.43,36.84,57.14,6.75,50.0,61.11,33.33,60.0,22.7,3898,3
5,6,51,50.0,0.18,6.96,50.86,68.97,6.42,42.31,57.69,57.14,85.71,20.2,3961,4
0,1,23,51.5,0.14,7.26,43.86,69.3,7.76,67.57,81.08,32.03,50.98,1.2,3737,1
1,2,31,52.0,0.13,6.6,46.74,72.83,7.25,50.91,70.91,30.56,48.61,10.6,4036,6
2,3,47,52.8,0.15,6.9,39.6,67.33,7.12,41.18,64.71,31.97,45.58,5.4,5217,2
3,4,37,52.1,0.14,7.16,53.85,69.23,7.32,60.0,80.0,30.57,43.31,6.7,4218,3
4,5,38,53.3,0.15,6.27,44.54,63.87,6.22,44.44,44.44,30.0,50.67,23.2,4028,5
5,6,43,51.5,0.16,6.81,48.06,71.32,7.53,64.71,88.24,24.84,41.83,28.4,4908,4
0,1,41,52.0,0.14,7.13,57.26,75.0,7.24,61.9,76.19,46.34,63.41,1.4,3731,2
1,2,34,51.0,0.15,5.16,29.03,54.84,5.41,37.5,56.25,32.06,48.09,10.7,3908,6
2,3,42,52.0,0.15,6.21,50.53,61.05,5.69,34.62,61.54,32.54,50.0,9.6,4467,5
3,4,39,52.7,0.16,6.05,44.04,62.39,0.0,0.0,0.0,30.23,44.96,7.6,4969,3
4,5,22,52.1,0.16,5.27,30.36,48.21,4.03,13.11,32.79,29.27,49.59,13.6,3788,1
5,6,36,52.0,0.13,8.26,69.57,86.09,7.33,61.9,71.43,35.48,56.45,3.7,4594,4
0,1,38,47.0,0.19,6.64,42.48,70.8,6.39,45.1,66.67,36.36,50.0,1.3,5281,1
1,2,42,48.2,0.19,3.87,12.77,29.79,3.5,11.11,27.78,42.5,55.0,22.5,5088,5
2,3,24,47.0,0.19,5.14,30.69,51.49,2.89,12.84,19.27,35.85,50.94,8.6,5192,2
3,4,34,49.1,0.18,4.4,16.92,43.08,4.22,11.11,33.33,42.5,62.5,24.0,4484,6
4,5,19,47.0,0.23,2.18,5.62,10.11,0.0,0.0,0.0,38.3,55.32,19.4,4433,3
5,6,55,45.5,0.15,7.06,55.77,75.0,4.2,20.0,20.0,42.86,53.06,2.9,4317,4
0,1,44,47.0,0.18,5.04,29.25,44.34,6.36,45.45,68.18,45.65,63.04,1.1,5146,6
1,2,49,47.0,0.17,3.0,10.71,23.21,4.43,20.0,42.86,31.25,47.92,11.7,3802,3
2,3,32,43.5,0.19,5.12,32.65,55.1,0.0,0.0,0.0,33.33,49.02,6.5,4556,1
3,4,41,48.2,0.19,3.92,11.29,29.03,4.78,23.46,41.98,30.43,47.83,16.8,5218,5
4,5,43,46.5,0.14,7.91,69.23,82.05,7.4,61.19,71.64,36.17,63.83,6.5,4065,2
5,6,52,48.8,0.14,3.29,9.09,22.73,5.81,37.5,68.75,18.6,27.91,135.0,4484,4
0,1,44,52.7,0.12,7.12,45.37,68.52,6.61,27.78,63.89,25.58,39.53,1.8,4397,4
1,2,38,51.5,0.15,7.22,53.33,72.38,7.6,60.0,80.0,37.66,48.05,1.9,4074,2
2,3,41,52.3,0.12,6.58,38.89,58.73,7.53,58.42,82.18,31.65,50.63,11.3,4804,6
3,4,41,52.1,0.14,6.31,39.78,63.44,6.9,55.0,70.0,29.07,54.65,11.3,4166,5
4,5,28,53.7,0.15,6.29,45.56,61.11,6.62,43.82,68.54,36.84,54.74,16.5,4932,3
5,6,27,52.0,0.15,7.31,59.32,73.73,7.11,50.0,71.43,36.9,53.57,22.7,3737,1
0,1,27,46.5,0.16,6.0,43.56,57.43,6.13,43.75,60.0,39.46,58.5,2.7,4931,1
1,2,37,52.0,0.18,5.56,37.36,56.04,5.4,40.0,60.0,36.48,52.2,2.7,4494,3
2,3,42,52.0,0.12,6.92,51.04,66.67,5.56,29.63,51.85,39.33,54.67,2.2,5017,2
3,4,34,52.0,0.13,6.64,45.68,61.73,6.62,48.62,66.97,33.54,50.0,11.6,4980,4
4,5,25,52.0,0.14,6.05,43.9,58.54,5.78,44.44,55.56,39.35,50.97,14.8,4877,5
5,6,31,52.0,0.2,3.22,8.11,24.32,5.33,30.56,52.78,35.8,48.15,163.5,5217,6
0,1,38,47.0,0.15,7.07,52.73,72.73,7.23,52.08,64.58,38.46,59.62,1.5,4927,2
1,2,32,47.0,0.15,6.23,48.36,60.66,4.65,35.0,35.0,27.61,50.75,6.0,3611,3
2,3,28,49.0,0.15,4.82,30.12,44.58,3.41,20.59,29.41,44.59,59.24,7.7,4347,1
3,4,31,47.8,0.13,6.58,47.06,63.53,7.8,65.0,85.0,27.27,47.55,4.3,5205,4
4,5,30,44.5,0.2,6.45,50.0,65.45,5.45,35.0,50.0,31.47,46.15,10.1,5146,5
5,6,20,47.0,0.2,4.56,23.53,37.65,3.94,23.53,35.29,44.38,60.0,19.1,4974,6
0,1,21,50.1,0.19,5.83,40.48,59.52,4.2,28.26,34.78,31.91,46.81,1.2,5195,4
1,2,48,44.0,0.17,3.84,17.54,31.58,4.41,27.27,45.45,34.0,51.0,6.2,3334,3
2,3,51,47.3,0.17,4.83,29.58,46.48,0.0,0.0,0.0,31.87,46.15,5.4,4045,1
3,4,35,44.5,0.22,4.04,13.43,37.31,4.0,20.0,46.67,38.04,60.87,6.9,5218,2
4,5,26,47.1,0.16,3.68,20.0,28.0,3.18,11.76,17.65,35.63,55.17,18.6,4065,5
5,6,22,47.0,0.21,2.83,6.32,16.84,4.2,20.0,50.0,35.79,51.58,62.2,5322,6
0,1,34,52.0,0.13,7.23,53.33,70.37,7.75,75.0,83.33,37.41,51.8,1.1,4586,6
1,2,51,53.0,0.13,6.78,36.99,54.79,0.0,0.0,0.0,36.96,52.9,6.5,4503,4
2,3,45,52.0,0.14,6.54,45.71,57.14,5.13,31.25,50.0,38.58,55.12,13.7,4504,5
3,4,49,52.2,0.13,6.17,34.91,49.06,7.0,47.06,64.71,41.79,61.94,15.8,3942,2
4,5,36,52.0,0.13,7.21,48.85,64.12,8.43,71.43,100.0,35.42,52.08,18.0,4362,1
5,6,39,52.0,0.13,8.7,61.86,81.36,8.78,88.89,100.0,34.03,49.31,6.6,4685,3
0,1,37,51.5,0.12,6.19,39.81,54.63,7.09,53.7,71.3,26.03,42.47,1.8,4030,5
1,2,36,52.0,0.14,6.81,38.95,60.0,7.0,40.0,60.0,29.87,54.55,3.6,4847,3
2,3,30,52.5,0.15,7.64,66.67,80.0,7.0,54.55,72.73,35.94,46.88,9.9,4445,4
3,4,35,52.0,0.16,6.69,50.43,64.96,0.0,0.0,0.0,26.42,47.17,3.1,4418,1
4,5,43,53.9,0.16,6.11,46.67,59.33,6.35,44.19,61.63,32.31,43.08,31.2,4736,2
5,6,23,52.0,0.14,7.24,53.41,68.18,6.71,39.29,57.14,36.62,49.3,15.0,3744,6
0,1,35,47.0,0.18,4.64,21.74,47.83,6.4,60.0,60.0,47.46,54.24,1.5,3645,6
1,2,22,45.5,0.22,4.37,20.93,36.05,3.04,13.46,17.31,22.92,41.67,6.3,4240,4
2,3,27,46.0,0.21,3.72,12.2,23.17,4.44,11.11,55.56,40.74,51.85,6.7,4730,1
3,4,39,46.0,0.14,6.49,39.44,69.01,7.28,61.54,74.36,42.42,57.58,3.7,4347,2
4,5,21,54.3,0.23,1.34,0.0,0.0,2.25,0.0,12.5,30.36,35.71,34.8,4764,3
5,6,51,47.5,0.15,6.11,39.25,60.75,6.5,50.0,62.5,32.89,44.74,9.9,5317,5
0,1,32,46.5,0.15,6.44,47.47,67.68,5.0,30.0,40.0,40.91,54.55,1.3,4399,1
1,2,28,45.5,0.17,5.93,43.18,59.09,5.17,41.38,44.83,30.85,41.49,6.6,4611,5
2,3,37,46.0,0.19,6.09,46.38,66.67,6.36,54.55,72.73,37.39,50.43,5.0,4017,3
3,4,44,46.5,0.17,5.77,40.7,59.3,4.92,33.33,50.0,41.32,54.55,6.6,5057,2
4,5,34,47.0,0.21,5.11,34.09,46.59,0.0,0.0,0.0,40.63,57.29,25.3,4530,6
5,6,30,44.5,0.17,6.3,45.3,66.67,6.38,50.0,62.5,43.48,53.26,16.5,4680,4
0,1,46,52.0,0.17,5.52,32.03,53.13,6.5,50.0,70.0,39.47,56.14,1.1,4136,1
1,2,36,53.0,0.17,4.74,22.22,45.45,5.14,30.77,52.56,40.16,55.91,25.0,4846,6
2,3,37,52.4,0.15,5.56,34.48,56.32,0.0,0.0,0.0,39.13,53.91,6.8,4578,3
3,4,49,52.3,0.16,5.46,35.9,53.85,4.85,24.24,39.39,36.25,60.0,10.7,4888,2
4,5,36,52.0,0.13,7.24,57.48,76.38,6.77,56.86,69.61,29.17,50.0,6.2,4022,5
5,6,55,52.0,0.16,5.76,41.79,55.22,6.4,40.0,70.0,42.76,55.26,25.0,4641,4
0,1,30,52.0,0.14,7.85,59.62,72.12,7.21,38.46,65.38,56.12,71.94,1.0,4831,1
1,2,36,52.5,0.13,6.95,41.53,64.41,8.19,59.38,78.13,35.92,53.52,8.4,4502,4
2,3,35,52.0,0.14,7.39,50.42,65.55,7.87,51.28,69.23,32.0,49.33,9.5,3590,2
3,4,49,53.4,0.13,6.55,47.26,64.38,0.0,0.0,0.0,30.07,48.37,14.3,4013,5
4,5,29,52.0,0.15,6.9,53.33,70.83,7.13,53.33,64.44,41.96,57.34,25.7,4433,6
5,6,27,52.0,0.14,6.8,47.47,66.67,7.11,55.56,66.67,46.21,61.38,48.7,4851,3
0,1,48,52.1,0.1,6.64,38.46,60.68,7.91,65.81,73.5,35.29,47.06,1.8,3854,3
1,2,34,51.5,0.12,7.23,51.33,67.26,7.05,51.16,67.44,30.77,42.31,6.3,4590,1
2,3,51,51.5,0.14,7.85,56.03,72.41,7.61,57.89,68.42,50.0,64.29,5.7,4685,2
3,4,36,52.0,0.13,6.94,48.48,63.64,6.47,31.58,52.63,50.0,69.23,3.4,4238,4
4,5,28,52.0,0.14,6.76,48.84,64.34,6.24,34.48,51.72,50.0,75.0,8.0,4547,6
5,6,37,51.5,0.14,7.33,56.21,75.82,6.0,25.0,37.5,45.45,59.09,21.0,4719,5
0,1,29,53.4,0.14,7.08,42.42,61.62,0.0,0.0,0.0,36.42,54.34,1.3,5029,6
1,2,28,46.0,0.15,6.66,51.16,65.12,5.94,33.33,50.0,28.31,39.16,9.6,4914,3
2,3,26,53.0,0.14,6.56,49.53,67.29,5.68,41.94,58.06,30.82,50.94,4.0,5221,5
3,4,23,52.0,0.14,5.97,39.13,63.04,5.2,32.0,48.0,35.0,52.22,8.6,5042,1
4,5,29,46.5,0.17,6.13,46.67,60.0,5.13,25.0,50.0,33.17,54.15,14.0,5056,2
5,6,27,52.2,0.15,6.05,44.12,60.78,0.0,0.0,0.0,30.25,45.38,23.0,5058,4
0,1,39,52.4,0.13,7.47,50.81,65.32,7.41,53.13,68.75,34.48,54.48,1.1,5121,2
1,2,45,53.6,0.11,7.84,55.74,72.13,6.74,36.84,52.63,39.51,56.17,10.0,3960,5
2,3,30,52.0,0.14,7.78,51.85,67.9,7.54,61.54,69.23,45.26,59.12,6.1,4856,6
3,4,36,53.3,0.12,7.99,54.29,76.19,6.54,45.83,54.17,36.05,55.1,7.3,4361,1
4,5,38,52.0,0.13,6.76,46.22,56.3,0.0,0.0,0.0,33.83,45.11,23.7,4546,4
5,6,37,52.0,0.13,6.88,53.49,65.12,6.68,40.0,68.0,39.18,62.57,20.3,4148,3
0,1,23,52.0,0.14,7.23,48.0,68.8,5.71,29.41,35.29,33.33,42.86,1.2,3623,2
1,2,41,52.1,0.13,7.88,66.94,80.17,0.0,0.0,0.0,42.86,64.29,6.5,4208,5
2,3,38,52.0,0.13,7.48,48.84,66.67,6.83,33.33,61.11,35.14,56.76,3.9,4939,6
3,4,42,52.1,0.12,7.54,55.93,70.34,7.72,53.13,75.0,34.62,50.0,10.2,4573,1
4,5,28,52.0,0.16,7.29,60.14,78.99,6.25,50.0,62.5,29.41,47.06,33.5,4337,3
5,6,29,52.0,0.13,7.18,54.74,71.58,7.06,57.58,72.73,31.25,40.63,43.0,4736,4
0,1,29,51.5,0.15,7.2,58.93,73.21,6.96,57.14,71.43,38.82,55.92,1.3,4483,2
1,2,40,52.0,0.12,5.66,41.79,54.48,7.5,62.5,62.5,28.77,47.95,6.6,4000,4
2,3,41,52.0,0.09,6.45,47.67,58.14,5.46,42.31,46.15,20.51,40.38,5.1,4370,1
3,4,38,52.0,0.17,5.65,36.0,52.0,5.71,30.77,55.13,47.74,67.1,7.4,4718,6
4,5,39,54.8,0.15,6.11,41.6,59.2,6.09,39.0,61.0,29.73,41.22,16.6,4430,3
5,6,42,52.6,0.15,5.67,40.0,57.39,6.19,44.16,64.94,37.42,54.84,16.6,3983,5
0,1,35,52.0,0.14,7.25,46.53,70.3,7.71,60.0,80.0,37.6,60.8,1.3,4430,1
1,2,44,52.0,0.18,7.37,58.21,70.15,6.67,33.33,66.67,33.07,52.76,5.7,4191,4
2,3,56,52.0,0.14,6.56,52.54,65.25,6.77,52.33,69.77,32.06,47.33,6.1,3159,2
3,4,51,52.0,0.14,6.22,46.79,63.3,5.88,34.69,69.39,31.01,50.39,11.7,4627,6
4,5,49,52.0,0.15,6.82,54.76,68.25,6.07,42.59,62.96,30.88,49.26,8.0,5051,5
5,6,33,52.6,0.17,6.19,43.04,59.49,6.39,49.15,66.1,38.03,52.82,33.5,4688,3
0,1,56,52.0,0.21,4.9,29.67,46.15,0.0,0.0,0.0,71.43,71.43,1.5,4073,5
1,2,44,54.2,0.16,4.77,27.84,43.3,5.75,37.5,62.5,71.43,71.43,13.1,3226,4
2,3,35,52.0,0.19,4.81,29.36,44.04,4.44,31.25,40.63,57.14,85.71,4.8,3627,3
3,4,43,52.2,0.17,6.25,43.85,63.08,8.1,60.0,100.0,28.57,57.14,4.1,4468,1
4,5,34,58.3,0.17,5.11,31.11,48.89,2.67,0.0,0.0,0.0,33.33,45.9,4129,6
5,6,42,53.1,0.13,6.34,46.07,65.17,5.3,20.0,60.0,38.46,53.85,7.9,4683,2
0,1,51,47.2,0.16,5.1,35.56,47.78,4.56,23.53,41.18,36.6,51.03,1.6,3175,2
1,2,31,46.0,0.19,4.65,23.81,44.44,0.0,0.0,0.0,32.32,51.01,5.3,4387,4
2,3,58,51.5,0.2,2.9,9.76,19.51,3.8,22.45,30.61,38.83,53.4,21.8,4534,3
3,4,38,46.5,0.15,6.75,42.71,66.67,7.12,52.94,72.55,34.62,53.85,2.8,5198,5
